,variable_code,label,concept,predicateType,group,attributes
84,S2601B_C04_057E,NURSING FACILITIES/SKILLED NURSING FACILITIES!!ESTIMATE!!RESIDENCE 1 YEAR AGO!!POPULATION 1 YEAR AND OVER!!DIFFERENT ADDRESS IN THE U.S.!!DIFFERENT COUNTY,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,float,S2601B,"S2601B_C04_057EA,S2601B_C04_057M,S2601B_C04_057MA"
85,S2601B_C04_058E,NURSING FACILITIES/SKILLED NURSING FACILITIES!!ESTIMATE!!RESIDENCE 1 YEAR AGO!!POPULATION 1 YEAR AND OVER!!DIFFERENT ADDRESS IN THE U.S.!!DIFFERENT COUNTY!!SAME STATE,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,float,S2601B,"S2601B_C04_058EA,S2601B_C04_058M,S2601B_C04_058MA"
86,S0804_C04_062E,PUBLIC TRANSPORTATION (EXCLUDING TAXICAB)!!ESTIMATE!!CLASS OF WORKER!!PRIVATE WAGE AND SALARY WORKERS,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,"S0804_C04_062EA,S0804_C04_062M,S0804_C04_062MA"
87,S0701PR_C01_035E,TOTAL!!ESTIMATE!!EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!HIGH SCHOOL GRADUATE (INCLUDES EQUIVALENCY),GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,"S0701PR_C01_035EA,S0701PR_C01_035M,S0701PR_C01_035MA"
88,S0506_C01_117E,TOTAL!!ESTIMATE!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!ALL FAMILIES!!WITH RELATED CHILDREN UNDER 5 YEARS ONLY,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C01_117EA,S0506_C01_117M,S0506_C01_117MA"
89,S2601B_C04_056E,NURSING FACILITIES/SKILLED NURSING FACILITIES!!ESTIMATE!!RESIDENCE 1 YEAR AGO!!POPULATION 1 YEAR AND OVER!!DIFFERENT ADDRESS IN THE U.S.!!SAME COUNTY,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,float,S2601B,"S2601B_C04_056EA,S2601B_C04_056M,S2601B_C04_056MA"
90,S0804_C04_061E,PUBLIC TRANSPORTATION (EXCLUDING TAXICAB)!!ESTIMATE!!INDUSTRY!!ARMED FORCES,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,"S0804_C04_061EA,S0804_C04_061M,S0804_C04_061MA"
91,S0506_C01_118E,TOTAL!!ESTIMATE!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!MARRIED-COUPLE FAMILY,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C01_118EA,S0506_C01_118M,S0506_C01_118MA"
92,S2601B_C04_051E,NURSING FACILITIES/SKILLED NURSING FACILITIES!!ESTIMATE!!DISABILITY STATUS!!POPULATION 65 YEARS AND OVER,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,int,S2601B,"S2601B_C04_051EA,S2601B_C04_051M,S2601B_C04_051MA"
93,S0701PR_C01_036E,TOTAL!!ESTIMATE!!EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!SOME COLLEGE OR ASSOCIATE'S DEGREE,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,"S0701PR_C01_036EA,S0701PR_C01_036M,S0701PR_C01_036MA"
94,S2702PR_C02_102E,UNINSURED POPULATION!!ESTIMATE!!100 TO 149 PERCENT OF THE POVERTY LEVEL,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,"S2702PR_C02_102EA,S2702PR_C02_102M,S2702PR_C02_102MA"
95,S2702PR_C02_101E,UNINSURED POPULATION!!ESTIMATE!!50 TO 99 PERCENT OF THE POVERTY LEVEL,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,"S2702PR_C02_101EA,S2702PR_C02_101M,S2702PR_C02_101MA"
96,S0506_C01_119E,TOTAL!!ESTIMATE!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!MARRIED-COUPLE FAMILY!!WITH RELATED CHILDREN UNDER 18 YEARS,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C01_119EA,S0506_C01_119M,S0506_C01_119MA"
97,S2601B_C04_050E,NURSING FACILITIES/SKILLED NURSING FACILITIES!!ESTIMATE!!DISABILITY STATUS!!POPULATION 18 TO 64 YEARS!!NO DISABILITY,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,float,S2601B,"S2601B_C04_050EA,S2601B_C04_050M,S2601B_C04_050MA"
98,S0503_C02_069E,"FOREIGN BORN; BORN IN EUROPE!!ESTIMATE!!OCCUPATION!!MANAGEMENT, BUSINESS, SCIENCE, AND ARTS OCCUPATIONS",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,"S0503_C02_069EA,S0503_C02_069M,S0503_C02_069MA"
99,S0701PR_C01_037E,TOTAL!!ESTIMATE!!EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!BACHELOR'S DEGREE,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,"S0701PR_C01_037EA,S0701PR_C01_037M,S0701PR_C01_037MA"
100,S2601B_C04_053E,NURSING FACILITIES/SKILLED NURSING FACILITIES!!ESTIMATE!!RESIDENCE 1 YEAR AGO!!POPULATION 1 YEAR AND OVER,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,int,S2601B,"S2601B_C04_053EA,S2601B_C04_053M,S2601B_C04_053MA"
101,S0503_C02_068E,FOREIGN BORN; BORN IN EUROPE!!ESTIMATE!!CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER!!CLASS OF WORKER!!UNPAID FAMILY WORKERS,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,"S0503_C02_068EA,S0503_C02_068M,S0503_C02_068MA"
102,S2702PR_C02_104E,UNINSURED POPULATION!!ESTIMATE!!200 TO 299 PERCENT OF THE POVERTY LEVEL,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,"S2702PR_C02_104EA,S2702PR_C02_104M,S2702PR_C02_104MA"
103,S0701PR_C01_038E,TOTAL!!ESTIMATE!!EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!GRADUATE OR PROFESSIONAL DEGREE,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,"S0701PR_C01_038EA,S0701PR_C01_038M,S0701PR_C01_038MA"
104,S2601B_C04_052E,NURSING FACILITIES/SKILLED NURSING FACILITIES!!ESTIMATE!!DISABILITY STATUS!!POPULATION 65 YEARS AND OVER!!WITH A DISABILITY,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,float,S2601B,"S2601B_C04_052EA,S2601B_C04_052M,S2601B_C04_052MA"
105,S0503_C02_067E,FOREIGN BORN; BORN IN EUROPE!!ESTIMATE!!CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER!!CLASS OF WORKER!!SELF-EMPLOYED WORKERS IN OWN NOT INCORPORATED BUSINESS,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,"S0503_C02_067EA,S0503_C02_067M,S0503_C02_067MA"
106,S0701PR_C01_039E,TOTAL!!ESTIMATE!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!POPULATION 15 YEARS AND OVER,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,"S0701PR_C01_039EA,S0701PR_C01_039M,S0701PR_C01_039MA"
107,S2702PR_C02_103E,UNINSURED POPULATION!!ESTIMATE!!150 TO 199 PERCENT OF THE POVERTY LEVEL,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,"S2702PR_C02_103EA,S2702PR_C02_103M,S2702PR_C02_103MA"
108,S0102_C02_050E,60 YEARS AND OVER!!ESTIMATE!!RESIDENCE 1 YEAR AGO!!POPULATION 1 YEAR AND OVER!!DIFFERENT HOUSE IN THE UNITED STATES!!DIFFERENT COUNTY,POPULATION 60 YEARS AND OVER IN THE UNITED STATES,float,S0102,"S0102_C02_050EA,S0102_C02_050M,S0102_C02_050MA"
109,S2404_C02_025E,"MALE!!ESTIMATE!!ARTS, ENTERTAINMENT, AND RECREATION, AND ACCOMMODATION AND FOOD SERVICES!!ACCOMMODATION AND FOOD SERVICES","INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",float,S2404,"S2404_C02_025EA,S2404_C02_025M,S2404_C02_025MA"
110,S1501_C02_007E,MALE!!ESTIMATE!!POPULATION 25 YEARS AND OVER!!LESS THAN 9TH GRADE,EDUCATIONAL ATTAINMENT,float,S1501,"S1501_C02_007EA,S1501_C02_007M,S1501_C02_007MA"
111,S0701PR_C01_016E,TOTAL!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!BLACK OR AFRICAN AMERICAN,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,"S0701PR_C01_016EA,S0701PR_C01_016M,S0701PR_C01_016MA"
112,S0804_C04_079E,PUBLIC TRANSPORTATION (EXCLUDING TAXICAB)!!ESTIMATE!!TRAVEL TIME TO WORK!!15 TO 19 MINUTES,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,"S0804_C04_079EA,S0804_C04_079M,S0804_C04_079MA"
113,S0102_C02_051E,60 YEARS AND OVER!!ESTIMATE!!RESIDENCE 1 YEAR AGO!!POPULATION 1 YEAR AND OVER!!DIFFERENT HOUSE IN THE UNITED STATES!!DIFFERENT COUNTY!!SAME STATE,POPULATION 60 YEARS AND OVER IN THE UNITED STATES,float,S0102,"S0102_C02_051EA,S0102_C02_051M,S0102_C02_051MA"
114,S0503_C02_089E,"FOREIGN BORN; BORN IN EUROPE!!ESTIMATE!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!POPULATION 16 YEARS AND OVER WITH EARNINGS!!$10,000 TO $14,999",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,"S0503_C02_089EA,S0503_C02_089M,S0503_C02_089MA"
115,S2404_C02_026E,"MALE!!ESTIMATE!!OTHER SERVICES, EXCEPT PUBLIC ADMINISTRATION","INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",float,S2404,"S2404_C02_026EA,S2404_C02_026M,S2404_C02_026MA"
116,S1501_C02_008E,"MALE!!ESTIMATE!!POPULATION 25 YEARS AND OVER!!9TH TO 12TH GRADE, NO DIPLOMA",EDUCATIONAL ATTAINMENT,float,S1501,"S1501_C02_008EA,S1501_C02_008M,S1501_C02_008MA"
117,S0701PR_C01_017E,TOTAL!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!AMERICAN INDIAN AND ALASKA NATIVE,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,"S0701PR_C01_017EA,S0701PR_C01_017M,S0701PR_C01_017MA"
118,S1501_C02_005E,MALE!!ESTIMATE!!BACHELOR'S DEGREE OR HIGHER,EDUCATIONAL ATTAINMENT,float,S1501,"S1501_C02_005EA,S1501_C02_005M,S1501_C02_005MA"
119,S2601B_C04_061E,"NURSING FACILITIES/SKILLED NURSING FACILITIES!!ESTIMATE!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!TOTAL POPULATION",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,int,S2601B,"S2601B_C04_061EA,S2601B_C04_061M,S2601B_C04_061MA"
120,S2404_C02_027E,MALE!!ESTIMATE!!PUBLIC ADMINISTRATION,"INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",float,S2404,"S2404_C02_027EA,S2404_C02_027M,S2404_C02_027MA"
121,S0503_C02_088E,"FOREIGN BORN; BORN IN EUROPE!!ESTIMATE!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!POPULATION 16 YEARS AND OVER WITH EARNINGS!!$1 TO $9,999 OR LOSS",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,"S0503_C02_088EA,S0503_C02_088M,S0503_C02_088MA"
122,S0701PR_C01_018E,TOTAL!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!ASIAN,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,"S0701PR_C01_018EA,S0701PR_C01_018M,S0701PR_C01_018MA"
123,S2601B_C04_060E,NURSING FACILITIES/SKILLED NURSING FACILITIES!!ESTIMATE!!RESIDENCE 1 YEAR AGO!!POPULATION 1 YEAR AND OVER!!ABROAD,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,float,S2601B,"S2601B_C04_060EA,S2601B_C04_060M,S2601B_C04_060MA"
124,S1501_C02_006E,MALE!!ESTIMATE!!POPULATION 25 YEARS AND OVER,EDUCATIONAL ATTAINMENT,int,S1501,"S1501_C02_006EA,S1501_C02_006M,S1501_C02_006MA"
125,S2404_C02_028E,MALE!!ESTIMATE!!PERCENT IMPUTED!!INDUSTRY,"INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2404,"S2404_C02_028EA,S2404_C02_028M,S2404_C02_028MA"
126,S0503_C02_087E,"FOREIGN BORN; BORN IN EUROPE!!ESTIMATE!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!POPULATION 16 YEARS AND OVER WITH EARNINGS",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,"S0503_C02_087EA,S0503_C02_087M,S0503_C02_087MA"
127,S0701PR_C01_019E,TOTAL!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,"S0701PR_C01_019EA,S0701PR_C01_019M,S0701PR_C01_019MA"
128,S0804_C04_076E,PUBLIC TRANSPORTATION (EXCLUDING TAXICAB)!!ESTIMATE!!WORKERS 16 YEARS AND OVER WHO DID NOT WORK AT HOME!!TIME ARRIVING AT WORK FROM HOME!!9:00 A.M. TO 11:59 P.M.,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,"S0804_C04_076EA,S0804_C04_076M,S0804_C04_076MA"
129,S1501_C02_003E,MALE!!ESTIMATE!!HIGH SCHOOL GRADUATE (INCLUDES EQUIVALENCY),EDUCATIONAL ATTAINMENT,float,S1501,"S1501_C02_003EA,S1501_C02_003M,S1501_C02_003MA"
130,S1902_C02_019E,MEAN INCOME (DOLLARS)!!ESTIMATE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!TOTAL POPULATION!!ONE RACE!!ASIAN,MEAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS),int,S1902,"S1902_C02_019EA,S1902_C02_019M,S1902_C02_019MA"
131,S2404_C02_021E,"MALE!!ESTIMATE!!EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE!!EDUCATIONAL SERVICES","INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",float,S2404,"S2404_C02_021EA,S2404_C02_021M,S2404_C02_021MA"
132,S0503_C02_086E,FOREIGN BORN; BORN IN EUROPE!!ESTIMATE!!INDUSTRY!!PUBLIC ADMINISTRATION,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,"S0503_C02_086EA,S0503_C02_086M,S0503_C02_086MA"
133,S2701_C04_002E,NUMBER INSURED BY  COVERAGE TYPE!!ESTIMATE!!AGE!!UNDER 18 YEARS,HEALTH INSURANCE COVERAGE STATUS,int,S2701,"S2701_C04_002EA,S2701_C04_002M,S2701_C04_002MA"
134,S0506_C01_110E,TOTAL!!ESTIMATE!!AVERAGE NUMBER OF WORKERS PER HOUSEHOLD,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C01_110EA,S0506_C01_110M,S0506_C01_110MA"
135,S0804_C04_075E,PUBLIC TRANSPORTATION (EXCLUDING TAXICAB)!!ESTIMATE!!WORKERS 16 YEARS AND OVER WHO DID NOT WORK AT HOME!!TIME ARRIVING AT WORK FROM HOME!!8:30 A.M. TO 8:59 A.M.,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,"S0804_C04_075EA,S0804_C04_075M,S0804_C04_075MA"
136,S1501_C02_004E,MALE!!ESTIMATE!!SOME COLLEGE OR ASSOCIATE'S DEGREE,EDUCATIONAL ATTAINMENT,float,S1501,"S1501_C02_004EA,S1501_C02_004M,S1501_C02_004MA"
137,S1902_C02_018E,MEAN INCOME (DOLLARS)!!ESTIMATE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!TOTAL POPULATION!!ONE RACE!!AMERICAN INDIAN AND ALASKA NATIVE,MEAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS),int,S1902,"S1902_C02_018EA,S1902_C02_018M,S1902_C02_018MA"
138,S0503_C02_085E,FOREIGN BORN; BORN IN EUROPE!!ESTIMATE!!INDUSTRY!!OTHER SERVICES (EXCEPT PUBLIC ADMINISTRATION),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,"S0503_C02_085EA,S0503_C02_085M,S0503_C02_085MA"
139,S2404_C02_022E,"MALE!!ESTIMATE!!EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE!!HEALTH CARE AND SOCIAL ASSISTANCE","INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",float,S2404,"S2404_C02_022EA,S2404_C02_022M,S2404_C02_022MA"
140,S2701_C04_001E,NUMBER INSURED BY  COVERAGE TYPE!!ESTIMATE!!TOTAL CIVILIAN NONINSTITUTIONALIZED POPULATION,HEALTH INSURANCE COVERAGE STATUS,int,S2701,"S2701_C04_001EA,S2701_C04_001M,S2701_C04_001MA"
141,S0506_C01_111E,TOTAL!!ESTIMATE!!POVERTY STATUS IN THE PAST 12 MONTHS!!POPULATION FOR WHOM POVERTY STATUS IS DETERMINED,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,int,S0506,"S0506_C01_111EA,S0506_C01_111M,S0506_C01_111MA"
142,S0506_C01_112E,TOTAL!!ESTIMATE!!POVERTY STATUS IN THE PAST 12 MONTHS!!POPULATION FOR WHOM POVERTY STATUS IS DETERMINED!!BELOW 100 PERCENT OF THE POVERTY LEVEL,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C01_112EA,S0506_C01_112M,S0506_C01_112MA"
143,S0804_C04_078E,PUBLIC TRANSPORTATION (EXCLUDING TAXICAB)!!ESTIMATE!!TRAVEL TIME TO WORK!!10 TO 14 MINUTES,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,"S0804_C04_078EA,S0804_C04_078M,S0804_C04_078MA"
144,S1501_C02_001E,MALE!!ESTIMATE!!POPULATION 18 TO 24 YEARS,EDUCATIONAL ATTAINMENT,int,S1501,"S1501_C02_001EA,S1501_C02_001M,S1501_C02_001MA"
145,S2701_C04_004E,NUMBER INSURED BY  COVERAGE TYPE!!ESTIMATE!!AGE!!65 YEARS AND OLDER,HEALTH INSURANCE COVERAGE STATUS,int,S2701,"S2701_C04_004EA,S2701_C04_004M,S2701_C04_004MA"
146,S1902_C02_017E,MEAN INCOME (DOLLARS)!!ESTIMATE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!TOTAL POPULATION!!ONE RACE!!BLACK OR AFRICAN AMERICAN,MEAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS),int,S1902,"S1902_C02_017EA,S1902_C02_017M,S1902_C02_017MA"
147,S2404_C02_023E,"MALE!!ESTIMATE!!ARTS, ENTERTAINMENT, AND RECREATION, AND ACCOMMODATION AND FOOD SERVICES","INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",float,S2404,"S2404_C02_023EA,S2404_C02_023M,S2404_C02_023MA"
148,S0503_C02_084E,"FOREIGN BORN; BORN IN EUROPE!!ESTIMATE!!INDUSTRY!!ARTS, ENTERTAINMENT, AND RECREATION, AND ACCOMMODATION AND FOOD SERVICES",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,"S0503_C02_084EA,S0503_C02_084M,S0503_C02_084MA"
149,S0506_C01_113E,TOTAL!!ESTIMATE!!POVERTY STATUS IN THE PAST 12 MONTHS!!POPULATION FOR WHOM POVERTY STATUS IS DETERMINED!!100 TO 199 PERCENT OF THE POVERTY LEVEL,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C01_113EA,S0506_C01_113M,S0506_C01_113MA"
150,S1501_C02_002E,MALE!!ESTIMATE!!LESS THAN HIGH SCHOOL GRADUATE,EDUCATIONAL ATTAINMENT,float,S1501,"S1501_C02_002EA,S1501_C02_002M,S1501_C02_002MA"
151,S0804_C04_077E,PUBLIC TRANSPORTATION (EXCLUDING TAXICAB)!!ESTIMATE!!TRAVEL TIME TO WORK!!LESS THAN 10 MINUTES,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,"S0804_C04_077EA,S0804_C04_077M,S0804_C04_077MA"
152,S1902_C02_016E,MEAN INCOME (DOLLARS)!!ESTIMATE!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!TOTAL POPULATION!!ONE RACE!!WHITE,MEAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS),int,S1902,"S1902_C02_016EA,S1902_C02_016M,S1902_C02_016MA"
153,S2701_C04_003E,NUMBER INSURED BY  COVERAGE TYPE!!ESTIMATE!!AGE!!18 TO 64 YEARS,HEALTH INSURANCE COVERAGE STATUS,int,S2701,"S2701_C04_003EA,S2701_C04_003M,S2701_C04_003MA"
154,S2404_C02_024E,"MALE!!ESTIMATE!!ARTS, ENTERTAINMENT, AND RECREATION, AND ACCOMMODATION AND FOOD SERVICES!!ARTS, ENTERTAINMENT, AND RECREATION","INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",float,S2404,"S2404_C02_024EA,S2404_C02_024M,S2404_C02_024MA"
155,S0503_C02_083E,"FOREIGN BORN; BORN IN EUROPE!!ESTIMATE!!INDUSTRY!!EDUCATIONAL SERVICES, AND HEALTH CARE AND SOCIAL ASSISTANCE",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,"S0503_C02_083EA,S0503_C02_083M,S0503_C02_083MA"
156,S0102_C02_058E,"60 YEARS AND OVER!!ESTIMATE!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!TOTAL POPULATION!!FOREIGN BORN!!ENTERED 2000 TO 2009",POPULATION 60 YEARS AND OVER IN THE UNITED STATES,float,S0102,"S0102_C02_058EA,S0102_C02_058M,S0102_C02_058MA"
157,S1811_C02_008E,WITH A DISABILITY!!ESTIMATE!!CLASS OF WORKER!!PRIVATE NOT-FOR-PROFIT WAGE AND SALARY WORKERS,SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS,float,S1811,"S1811_C02_008EA,S1811_C02_008M,S1811_C02_008MA"
158,S0102PR_C02_020E,60 YEARS AND OVER!!ESTIMATE!!RELATIONSHIP!!POPULATION IN HOUSEHOLDS!!NONRELATIVES!!UNMARRIED PARTNER,POPULATION 60 YEARS AND OVER IN PUERTO RICO,float,S0102PR,"S0102PR_C02_020EA,S0102PR_C02_020M,S0102PR_C02_020MA"
159,S0503_C02_082E,"FOREIGN BORN; BORN IN EUROPE!!ESTIMATE!!INDUSTRY!!PROFESSIONAL, SCIENTIFIC, AND MANAGEMENT, AND ADMINISTRATIVE AND WASTE MANAGEMENT SERVICES",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,"S0503_C02_082EA,S0503_C02_082M,S0503_C02_082MA"
