,variable_code,label,concept,predicateType,group,limit,attributes,predicateOnly
97,S2702PR_C02_102E,Uninsured Population!!Estimate!!100 to 149 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,0,"S2702PR_C02_102EA,S2702PR_C02_102M,S2702PR_C02_102MA",
98,S2702PR_C02_101E,Uninsured Population!!Estimate!!50 to 99 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,0,"S2702PR_C02_101EA,S2702PR_C02_101M,S2702PR_C02_101MA",
99,S0506_C01_119E,Total!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children under 18 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C01_119EA,S0506_C01_119M,S0506_C01_119MA",
100,S2601B_C04_050E,Nursing facilities/skilled nursing facilities!!Estimate!!DISABILITY STATUS!!Population 18 to 64 years!!No disability,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,float,S2601B,0,"S2601B_C04_050EA,S2601B_C04_050M,S2601B_C04_050MA",
101,S0503_C02_069E,"Foreign born; Born in Europe!!Estimate!!OCCUPATION!!Management, business, science, and arts occupations",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,0,"S0503_C02_069EA,S0503_C02_069M,S0503_C02_069MA",
102,S0701PR_C01_037E,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,0,"S0701PR_C01_037EA,S0701PR_C01_037M,S0701PR_C01_037MA",
103,S2601B_C04_053E,Nursing facilities/skilled nursing facilities!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,int,S2601B,0,"S2601B_C04_053EA,S2601B_C04_053M,S2601B_C04_053MA",
104,S0503_C02_068E,Foreign born; Born in Europe!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,0,"S0503_C02_068EA,S0503_C02_068M,S0503_C02_068MA",
105,S2702PR_C02_104E,Uninsured Population!!Estimate!!200 to 299 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,0,"S2702PR_C02_104EA,S2702PR_C02_104M,S2702PR_C02_104MA",
106,S0701PR_C01_038E,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,0,"S0701PR_C01_038EA,S0701PR_C01_038M,S0701PR_C01_038MA",
107,S2601B_C04_052E,Nursing facilities/skilled nursing facilities!!Estimate!!DISABILITY STATUS!!Population 65 years and over!!With a disability,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,float,S2601B,0,"S2601B_C04_052EA,S2601B_C04_052M,S2601B_C04_052MA",
108,S0503_C02_067E,Foreign born; Born in Europe!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,0,"S0503_C02_067EA,S0503_C02_067M,S0503_C02_067MA",
109,S0701PR_C01_039E,Total!!Estimate!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,0,"S0701PR_C01_039EA,S0701PR_C01_039M,S0701PR_C01_039MA",
110,S2702PR_C02_103E,Uninsured Population!!Estimate!!150 to 199 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,0,"S2702PR_C02_103EA,S2702PR_C02_103M,S2702PR_C02_103MA",
111,S0102_C02_050E,60 years and over!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States!!Different county,POPULATION 60 YEARS AND OVER IN THE UNITED STATES,float,S0102,0,"S0102_C02_050EA,S0102_C02_050M,S0102_C02_050MA",
112,S2404_C02_025E,"Male!!Estimate!!Arts, entertainment, and recreation, and accommodation and food services!!Accommodation and food services","INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",float,S2404,0,"S2404_C02_025EA,S2404_C02_025M,S2404_C02_025MA",
113,S1501_C02_007E,Male!!Estimate!!Population 25 years and over!!Less than 9th grade,EDUCATIONAL ATTAINMENT,float,S1501,0,"S1501_C02_007EA,S1501_C02_007M,S1501_C02_007MA",
114,S0701PR_C01_016E,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,0,"S0701PR_C01_016EA,S0701PR_C01_016M,S0701PR_C01_016MA",
115,S0804_C04_079E,Public transportation (excluding taxicab)!!Estimate!!TRAVEL TIME TO WORK!!15 to 19 minutes,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,0,"S0804_C04_079EA,S0804_C04_079M,S0804_C04_079MA",
116,S0102_C02_051E,60 years and over!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States!!Different county!!Same state,POPULATION 60 YEARS AND OVER IN THE UNITED STATES,float,S0102,0,"S0102_C02_051EA,S0102_C02_051M,S0102_C02_051MA",
117,S0503_C02_089E,"Foreign born; Born in Europe!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,0,"S0503_C02_089EA,S0503_C02_089M,S0503_C02_089MA",
118,S2404_C02_026E,"Male!!Estimate!!Other services, except public administration","INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",float,S2404,0,"S2404_C02_026EA,S2404_C02_026M,S2404_C02_026MA",
119,S1501_C02_008E,"Male!!Estimate!!Population 25 years and over!!9th to 12th grade, no diploma",EDUCATIONAL ATTAINMENT,float,S1501,0,"S1501_C02_008EA,S1501_C02_008M,S1501_C02_008MA",
120,S0701PR_C01_017E,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,0,"S0701PR_C01_017EA,S0701PR_C01_017M,S0701PR_C01_017MA",
121,S1501_C02_005E,Male!!Estimate!!Bachelor's degree or higher,EDUCATIONAL ATTAINMENT,float,S1501,0,"S1501_C02_005EA,S1501_C02_005M,S1501_C02_005MA",
122,S2601B_C04_061E,"Nursing facilities/skilled nursing facilities!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,int,S2601B,0,"S2601B_C04_061EA,S2601B_C04_061M,S2601B_C04_061MA",
123,S2404_C02_027E,Male!!Estimate!!Public administration,"INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",float,S2404,0,"S2404_C02_027EA,S2404_C02_027M,S2404_C02_027MA",
124,S0503_C02_088E,"Foreign born; Born in Europe!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,0,"S0503_C02_088EA,S0503_C02_088M,S0503_C02_088MA",
125,S0701PR_C01_018E,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,0,"S0701PR_C01_018EA,S0701PR_C01_018M,S0701PR_C01_018MA",
126,S2601B_C04_060E,Nursing facilities/skilled nursing facilities!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,float,S2601B,0,"S2601B_C04_060EA,S2601B_C04_060M,S2601B_C04_060MA",
127,S1501_C02_006E,Male!!Estimate!!Population 25 years and over,EDUCATIONAL ATTAINMENT,int,S1501,0,"S1501_C02_006EA,S1501_C02_006M,S1501_C02_006MA",
128,S2404_C02_028E,Male!!Estimate!!PERCENT IMPUTED!!Industry,"INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2404,0,"S2404_C02_028EA,S2404_C02_028M,S2404_C02_028MA",
129,S0503_C02_087E,"Foreign born; Born in Europe!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C02_087EA,S0503_C02_087M,S0503_C02_087MA",
130,S0701PR_C01_019E,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,0,"S0701PR_C01_019EA,S0701PR_C01_019M,S0701PR_C01_019MA",
131,S0804_C04_076E,Public transportation (excluding taxicab)!!Estimate!!Workers 16 years and over who did not work at home!!TIME ARRIVING AT WORK FROM HOME!!9:00 a.m. to 11:59 p.m.,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,0,"S0804_C04_076EA,S0804_C04_076M,S0804_C04_076MA",
132,S1501_C02_003E,Male!!Estimate!!High school graduate (includes equivalency),EDUCATIONAL ATTAINMENT,float,S1501,0,"S1501_C02_003EA,S1501_C02_003M,S1501_C02_003MA",
133,S1902_C02_019E,Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Asian,MEAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS),int,S1902,0,"S1902_C02_019EA,S1902_C02_019M,S1902_C02_019MA",
134,S2404_C02_021E,"Male!!Estimate!!Educational services, and health care and social assistance!!Educational services","INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",float,S2404,0,"S2404_C02_021EA,S2404_C02_021M,S2404_C02_021MA",
135,S0503_C02_086E,Foreign born; Born in Europe!!Estimate!!INDUSTRY!!Public administration,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,0,"S0503_C02_086EA,S0503_C02_086M,S0503_C02_086MA",
136,S2701_C04_002E,Number Insured by  Coverage Type!!Estimate!!AGE!!Under 18 years,HEALTH INSURANCE COVERAGE STATUS,int,S2701,0,"S2701_C04_002EA,S2701_C04_002M,S2701_C04_002MA",
137,S0506_C01_110E,Total!!Estimate!!Average number of workers per household,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C01_110EA,S0506_C01_110M,S0506_C01_110MA",
138,S0804_C04_075E,Public transportation (excluding taxicab)!!Estimate!!Workers 16 years and over who did not work at home!!TIME ARRIVING AT WORK FROM HOME!!8:30 a.m. to 8:59 a.m.,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,0,"S0804_C04_075EA,S0804_C04_075M,S0804_C04_075MA",
139,S1501_C02_004E,Male!!Estimate!!Some college or associate's degree,EDUCATIONAL ATTAINMENT,float,S1501,0,"S1501_C02_004EA,S1501_C02_004M,S1501_C02_004MA",
140,S1902_C02_018E,Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!American Indian and Alaska Native,MEAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS),int,S1902,0,"S1902_C02_018EA,S1902_C02_018M,S1902_C02_018MA",
141,S0503_C02_085E,Foreign born; Born in Europe!!Estimate!!INDUSTRY!!Other services (except public administration),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,0,"S0503_C02_085EA,S0503_C02_085M,S0503_C02_085MA",
142,S2404_C02_022E,"Male!!Estimate!!Educational services, and health care and social assistance!!Health care and social assistance","INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",float,S2404,0,"S2404_C02_022EA,S2404_C02_022M,S2404_C02_022MA",
143,S2701_C04_001E,Number Insured by  Coverage Type!!Estimate!!Total civilian noninstitutionalized population,HEALTH INSURANCE COVERAGE STATUS,int,S2701,0,"S2701_C04_001EA,S2701_C04_001M,S2701_C04_001MA",
144,S0506_C01_111E,Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,int,S0506,0,"S0506_C01_111EA,S0506_C01_111M,S0506_C01_111MA",
145,S0506_C01_112E,Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C01_112EA,S0506_C01_112M,S0506_C01_112MA",
146,S0804_C04_078E,Public transportation (excluding taxicab)!!Estimate!!TRAVEL TIME TO WORK!!10 to 14 minutes,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,0,"S0804_C04_078EA,S0804_C04_078M,S0804_C04_078MA",
147,S1501_C02_001E,Male!!Estimate!!Population 18 to 24 years,EDUCATIONAL ATTAINMENT,int,S1501,0,"S1501_C02_001EA,S1501_C02_001M,S1501_C02_001MA",
148,S2701_C04_004E,Number Insured by  Coverage Type!!Estimate!!AGE!!65 years and older,HEALTH INSURANCE COVERAGE STATUS,int,S2701,0,"S2701_C04_004EA,S2701_C04_004M,S2701_C04_004MA",
149,S1902_C02_017E,Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!Black or African American,MEAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS),int,S1902,0,"S1902_C02_017EA,S1902_C02_017M,S1902_C02_017MA",
150,S2404_C02_023E,"Male!!Estimate!!Arts, entertainment, and recreation, and accommodation and food services","INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",float,S2404,0,"S2404_C02_023EA,S2404_C02_023M,S2404_C02_023MA",
151,S0503_C02_084E,"Foreign born; Born in Europe!!Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,0,"S0503_C02_084EA,S0503_C02_084M,S0503_C02_084MA",
152,S0506_C01_113E,Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 199 percent of the poverty level,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C01_113EA,S0506_C01_113M,S0506_C01_113MA",
153,S1501_C02_002E,Male!!Estimate!!Less than high school graduate,EDUCATIONAL ATTAINMENT,float,S1501,0,"S1501_C02_002EA,S1501_C02_002M,S1501_C02_002MA",
154,S0804_C04_077E,Public transportation (excluding taxicab)!!Estimate!!TRAVEL TIME TO WORK!!Less than 10 minutes,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,0,"S0804_C04_077EA,S0804_C04_077M,S0804_C04_077MA",
155,S1902_C02_016E,Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race!!White,MEAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS),int,S1902,0,"S1902_C02_016EA,S1902_C02_016M,S1902_C02_016MA",
156,S2701_C04_003E,Number Insured by  Coverage Type!!Estimate!!AGE!!18 to 64 years,HEALTH INSURANCE COVERAGE STATUS,int,S2701,0,"S2701_C04_003EA,S2701_C04_003M,S2701_C04_003MA",
157,S2404_C02_024E,"Male!!Estimate!!Arts, entertainment, and recreation, and accommodation and food services!!Arts, entertainment, and recreation","INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",float,S2404,0,"S2404_C02_024EA,S2404_C02_024M,S2404_C02_024MA",
158,S0503_C02_083E,"Foreign born; Born in Europe!!Estimate!!INDUSTRY!!Educational services, and health care and social assistance",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,0,"S0503_C02_083EA,S0503_C02_083M,S0503_C02_083MA",
159,S0102_C02_058E,"60 years and over!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered 2000 to 2009",POPULATION 60 YEARS AND OVER IN THE UNITED STATES,float,S0102,0,"S0102_C02_058EA,S0102_C02_058M,S0102_C02_058MA",
160,S1811_C02_008E,With a Disability!!Estimate!!CLASS OF WORKER!!Private not-for-profit wage and salary workers,SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS,float,S1811,0,"S1811_C02_008EA,S1811_C02_008M,S1811_C02_008MA",
161,S0102PR_C02_020E,60 years and over!!Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner,POPULATION 60 YEARS AND OVER IN PUERTO RICO,float,S0102PR,0,"S0102PR_C02_020EA,S0102PR_C02_020M,S0102PR_C02_020MA",
162,S0503_C02_082E,"Foreign born; Born in Europe!!Estimate!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,0,"S0503_C02_082EA,S0503_C02_082M,S0503_C02_082MA",
163,S0102_C02_059E,"60 years and over!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered before 2000",POPULATION 60 YEARS AND OVER IN THE UNITED STATES,float,S0102,0,"S0102_C02_059EA,S0102_C02_059M,S0102_C02_059MA",
164,S0102PR_C02_021E,60 years and over!!Estimate!!HOUSEHOLDS BY TYPE!!Households,POPULATION 60 YEARS AND OVER IN PUERTO RICO,int,S0102PR,0,"S0102PR_C02_021EA,S0102PR_C02_021M,S0102PR_C02_021MA",
165,S1811_C02_009E,With a Disability!!Estimate!!CLASS OF WORKER!!Local government workers,SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS,float,S1811,0,"S1811_C02_009EA,S1811_C02_009M,S1811_C02_009MA",
166,S0503_C02_081E,"Foreign born; Born in Europe!!Estimate!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,0,"S0503_C02_081EA,S0503_C02_081M,S0503_C02_081MA",
167,S0102_C02_056E,"60 years and over!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born",POPULATION 60 YEARS AND OVER IN THE UNITED STATES,int,S0102,0,"S0102_C02_056EA,S0102_C02_056M,S0102_C02_056MA",
168,S0503_C02_080E,Foreign born; Born in Europe!!Estimate!!INDUSTRY!!Information,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,float,S0503,0,"S0503_C02_080EA,S0503_C02_080M,S0503_C02_080MA",
169,S1811_C02_006E,With a Disability!!Estimate!!CLASS OF WORKER!!Employee of private company workers,SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS,float,S1811,0,"S1811_C02_006EA,S1811_C02_006M,S1811_C02_006MA",
170,S0102_C02_057E,"60 years and over!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered 2010 or later",POPULATION 60 YEARS AND OVER IN THE UNITED STATES,float,S0102,0,"S0102_C02_057EA,S0102_C02_057M,S0102_C02_057MA",
171,S2404_C02_020E,"Male!!Estimate!!Educational services, and health care and social assistance","INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",float,S2404,0,"S2404_C02_020EA,S2404_C02_020M,S2404_C02_020MA",
172,S1811_C02_007E,With a Disability!!Estimate!!CLASS OF WORKER!!Self-employed in own incorporated business workers,SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS,float,S1811,0,"S1811_C02_007EA,S1811_C02_007M,S1811_C02_007MA",
173,S1811_C02_004E,With a Disability!!Estimate!!Employed Population Age 16 and Over,SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS,int,S1811,0,"S1811_C02_004EA,S1811_C02_004M,S1811_C02_004MA",
174,S0102_C02_054E,"60 years and over!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population",POPULATION 60 YEARS AND OVER IN THE UNITED STATES,int,S0102,0,"S0102_C02_054EA,S0102_C02_054M,S0102_C02_054MA",
175,S0102PR_C02_024E,"60 years and over!!Estimate!!HOUSEHOLDS BY TYPE!!Households!!Family households!!Female householder, no husband present, family",POPULATION 60 YEARS AND OVER IN PUERTO RICO,float,S0102PR,0,"S0102PR_C02_024EA,S0102PR_C02_024M,S0102PR_C02_024MA",
176,S0102_C02_055E,"60 years and over!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Native",POPULATION 60 YEARS AND OVER IN THE UNITED STATES,int,S0102,0,"S0102_C02_055EA,S0102_C02_055M,S0102_C02_055MA",
177,S0102PR_C02_025E,60 years and over!!Estimate!!HOUSEHOLDS BY TYPE!!Households!!Nonfamily households,POPULATION 60 YEARS AND OVER IN PUERTO RICO,float,S0102PR,0,"S0102PR_C02_025EA,S0102PR_C02_025M,S0102PR_C02_025MA",
