,variable_code,label_14,label_19,label_same,label_14_diff,label_19_diff
54,DP02_0019PM,"['PERCENT MARGIN OF ERROR', 'RELATIONSHIP', 'POPULATION IN HOUSEHOLDS', 'SPOUSE']","['PERCENT MARGIN OF ERROR', 'RELATIONSHIP', 'POPULATION IN HOUSEHOLDS', 'HOUSEHOLDER']","['RELATIONSHIP', 'PERCENT MARGIN OF ERROR', 'POPULATION IN HOUSEHOLDS']",['SPOUSE'],['HOUSEHOLDER']
55,DP02_0139MA,"['ANNOTATION OF MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'PORTUGUESE']","['ANNOTATION OF MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'POLISH']","['ANNOTATION OF MARGIN OF ERROR', 'TOTAL POPULATION', 'ANCESTRY']",['PORTUGUESE'],['POLISH']
56,DP02_0017PEA,"['ANNOTATION OF PERCENT', 'RELATIONSHIP', 'POPULATION IN HOUSEHOLDS']","['ANNOTATION OF PERCENT', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'AVERAGE FAMILY SIZE']",['ANNOTATION OF PERCENT'],"['RELATIONSHIP', 'POPULATION IN HOUSEHOLDS']","['TOTAL HOUSEHOLDS', 'AVERAGE FAMILY SIZE', 'HOUSEHOLDS BY TYPE']"
57,DP02_0072PM,"['PERCENT MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', 'UNDER 18 YEARS']","['PERCENT MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', 'TOTAL CIVILIAN NONINSTITUTIONALIZED POPULATION', 'WITH A DISABILITY']","['PERCENT MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION']",['UNDER 18 YEARS'],"['TOTAL CIVILIAN NONINSTITUTIONALIZED POPULATION', 'WITH A DISABILITY']"
58,DP02_0072PE,"['PERCENT', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', 'UNDER 18 YEARS']","['PERCENT', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', 'TOTAL CIVILIAN NONINSTITUTIONALIZED POPULATION', 'WITH A DISABILITY']","['DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', 'PERCENT']",['UNDER 18 YEARS'],"['TOTAL CIVILIAN NONINSTITUTIONALIZED POPULATION', 'WITH A DISABILITY']"
59,DP02_0019PE,"['PERCENT', 'RELATIONSHIP', 'POPULATION IN HOUSEHOLDS', 'SPOUSE']","['PERCENT', 'RELATIONSHIP', 'POPULATION IN HOUSEHOLDS', 'HOUSEHOLDER']","['RELATIONSHIP', 'PERCENT', 'POPULATION IN HOUSEHOLDS']",['SPOUSE'],['HOUSEHOLDER']
60,DP02_0006MA,"['ANNOTATION OF MARGIN OF ERROR', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'FAMILY HOUSEHOLDS (FAMILIES)', 'MALE HOUSEHOLDER, NO WIFE PRESENT, FAMILY']","['ANNOTATION OF MARGIN OF ERROR', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'MALE HOUSEHOLDER, NO SPOUSE/PARTNER PRESENT']","['TOTAL HOUSEHOLDS', 'ANNOTATION OF MARGIN OF ERROR', 'HOUSEHOLDS BY TYPE']","['MALE HOUSEHOLDER, NO WIFE PRESENT, FAMILY', 'FAMILY HOUSEHOLDS (FAMILIES)']","['MALE HOUSEHOLDER, NO SPOUSE/PARTNER PRESENT']"
61,DP02_0094PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'U.S. CITIZENSHIP STATUS', 'FOREIGN-BORN POPULATION', 'NATURALIZED U.S. CITIZEN']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'U.S. CITIZENSHIP STATUS', 'FOREIGN-BORN POPULATION']","['FOREIGN-BORN POPULATION', 'U.S. CITIZENSHIP STATUS', 'ANNOTATION OF PERCENT MARGIN OF ERROR']",['NATURALIZED U.S. CITIZEN'],[]
62,DP02_0041PE,"['PERCENT', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS', 'PER 1,000 WOMEN 20 TO 34 YEARS OLD']","['PERCENT', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS', 'PER 1,000 WOMEN 15 TO 19 YEARS OLD']","['PERCENT', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS']","['PER 1,000 WOMEN 20 TO 34 YEARS OLD']","['PER 1,000 WOMEN 15 TO 19 YEARS OLD']"
63,DP02_0126EA,"['ANNOTATION OF ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'DANISH']","['ANNOTATION OF ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'CZECH']","['ANNOTATION OF ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION']",['DANISH'],['CZECH']
64,DP02_0041PM,"['PERCENT MARGIN OF ERROR', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS', 'PER 1,000 WOMEN 20 TO 34 YEARS OLD']","['PERCENT MARGIN OF ERROR', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS', 'PER 1,000 WOMEN 15 TO 19 YEARS OLD']","['PERCENT MARGIN OF ERROR', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS']","['PER 1,000 WOMEN 20 TO 34 YEARS OLD']","['PER 1,000 WOMEN 15 TO 19 YEARS OLD']"
65,DP02_0042PEA,"['ANNOTATION OF PERCENT', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS', 'PER 1,000 WOMEN 35 TO 50 YEARS OLD']","['ANNOTATION OF PERCENT', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS', 'PER 1,000 WOMEN 20 TO 34 YEARS OLD']","['FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS', 'ANNOTATION OF PERCENT']","['PER 1,000 WOMEN 35 TO 50 YEARS OLD']","['PER 1,000 WOMEN 20 TO 34 YEARS OLD']"
66,DP02_0129E,"['ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'FRENCH (EXCEPT BASQUE)']","['ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'ENGLISH']","['ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION']",['FRENCH (EXCEPT BASQUE)'],['ENGLISH']
67,DP02_0098PM,"['PERCENT MARGIN OF ERROR', 'YEAR OF ENTRY', 'NATIVE', 'ENTERED 2010 OR LATER']","['PERCENT MARGIN OF ERROR', 'YEAR OF ENTRY', 'POPULATION BORN OUTSIDE THE UNITED STATES', 'NATIVE']","['NATIVE', 'PERCENT MARGIN OF ERROR', 'YEAR OF ENTRY']",['ENTERED 2010 OR LATER'],['POPULATION BORN OUTSIDE THE UNITED STATES']
68,DP02_0129M,"['MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'FRENCH (EXCEPT BASQUE)']","['MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'ENGLISH']","['ANCESTRY', 'TOTAL POPULATION', 'MARGIN OF ERROR']",['FRENCH (EXCEPT BASQUE)'],['ENGLISH']
69,DP02_0085MA,"['ANNOTATION OF MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'ABROAD']","['ANNOTATION OF MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY', 'DIFFERENT STATE']","['RESIDENCE 1 YEAR AGO', 'ANNOTATION OF MARGIN OF ERROR', 'POPULATION 1 YEAR AND OVER']",['ABROAD'],"['DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT STATE', 'DIFFERENT COUNTY']"
70,DP02_0098PE,"['PERCENT', 'YEAR OF ENTRY', 'NATIVE', 'ENTERED 2010 OR LATER']","['PERCENT', 'YEAR OF ENTRY', 'POPULATION BORN OUTSIDE THE UNITED STATES', 'NATIVE']","['NATIVE', 'YEAR OF ENTRY', 'PERCENT']",['ENTERED 2010 OR LATER'],['POPULATION BORN OUTSIDE THE UNITED STATES']
71,DP02_0128E,"['ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'ENGLISH']","['ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'DUTCH']","['ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION']",['ENGLISH'],['DUTCH']
72,DP02_0128M,"['MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'ENGLISH']","['MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'DUTCH']","['ANCESTRY', 'TOTAL POPULATION', 'MARGIN OF ERROR']",['ENGLISH'],['DUTCH']
73,DP02_0029PEA,"['ANNOTATION OF PERCENT', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'DIVORCED']","['ANNOTATION OF PERCENT', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'WIDOWED']","['MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'ANNOTATION OF PERCENT']",['DIVORCED'],['WIDOWED']
74,DP02_0127E,"['ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'DUTCH']","['ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'DANISH']","['ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION']",['DUTCH'],['DANISH']
75,DP02_0108PE,"['PERCENT', 'WORLD REGION OF BIRTH OF FOREIGN BORN', 'FOREIGN-BORN POPULATION, EXCLUDING POPULATION BORN AT SEA', 'LATIN AMERICA']","['PERCENT', 'WORLD REGION OF BIRTH OF FOREIGN BORN', 'FOREIGN-BORN POPULATION, EXCLUDING POPULATION BORN AT SEA', 'OCEANIA']","['FOREIGN-BORN POPULATION, EXCLUDING POPULATION BORN AT SEA', 'WORLD REGION OF BIRTH OF FOREIGN BORN', 'PERCENT']",['LATIN AMERICA'],['OCEANIA']
76,DP02_0030PEA,"['ANNOTATION OF PERCENT', 'MARITAL STATUS', 'FEMALES 15 YEARS AND OVER']","['ANNOTATION OF PERCENT', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'DIVORCED']","['MARITAL STATUS', 'ANNOTATION OF PERCENT']",['FEMALES 15 YEARS AND OVER'],"['DIVORCED', 'MALES 15 YEARS AND OVER']"
77,DP02_0108PM,"['PERCENT MARGIN OF ERROR', 'WORLD REGION OF BIRTH OF FOREIGN BORN', 'FOREIGN-BORN POPULATION, EXCLUDING POPULATION BORN AT SEA', 'LATIN AMERICA']","['PERCENT MARGIN OF ERROR', 'WORLD REGION OF BIRTH OF FOREIGN BORN', 'FOREIGN-BORN POPULATION, EXCLUDING POPULATION BORN AT SEA', 'OCEANIA']","['FOREIGN-BORN POPULATION, EXCLUDING POPULATION BORN AT SEA', 'PERCENT MARGIN OF ERROR', 'WORLD REGION OF BIRTH OF FOREIGN BORN']",['LATIN AMERICA'],['OCEANIA']
78,DP02_0127M,"['MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'DUTCH']","['MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'DANISH']","['ANCESTRY', 'TOTAL POPULATION', 'MARGIN OF ERROR']",['DUTCH'],['DANISH']
79,DP02_0123PEA,"['ANNOTATION OF PERCENT', 'ANCESTRY', 'TOTAL POPULATION', 'AMERICAN']","['ANNOTATION OF PERCENT', 'ANCESTRY', 'TOTAL POPULATION']","['ANCESTRY', 'TOTAL POPULATION', 'ANNOTATION OF PERCENT']",['AMERICAN'],[]
80,DP02_0084M,"['MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY', 'DIFFERENT STATE']","['MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY', 'SAME STATE']","['DIFFERENT COUNTY', 'RESIDENCE 1 YEAR AGO', 'DIFFERENT HOUSE IN THE U.S.', 'POPULATION 1 YEAR AND OVER', 'MARGIN OF ERROR']",['DIFFERENT STATE'],['SAME STATE']
81,DP02_0085M,"['MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'ABROAD']","['MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY', 'DIFFERENT STATE']","['RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'MARGIN OF ERROR']",['ABROAD'],"['DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT STATE', 'DIFFERENT COUNTY']"
82,DP02_0132PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'GREEK']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'GERMAN']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'TOTAL POPULATION', 'ANCESTRY']",['GREEK'],['GERMAN']
83,DP02_0011EA,"['ANNOTATION OF ESTIMATE', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'NONFAMILY HOUSEHOLDS', 'HOUSEHOLDER LIVING ALONE']","['ANNOTATION OF ESTIMATE', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'FEMALE HOUSEHOLDER, NO SPOUSE/PARTNER PRESENT', 'WITH OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS']","['TOTAL HOUSEHOLDS', 'ANNOTATION OF ESTIMATE', 'HOUSEHOLDS BY TYPE']","['NONFAMILY HOUSEHOLDS', 'HOUSEHOLDER LIVING ALONE']","['WITH OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS', 'FEMALE HOUSEHOLDER, NO SPOUSE/PARTNER PRESENT']"
84,DP02_0085E,"['ESTIMATE', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'ABROAD']","['ESTIMATE', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY', 'DIFFERENT STATE']","['RESIDENCE 1 YEAR AGO', 'ESTIMATE', 'POPULATION 1 YEAR AND OVER']",['ABROAD'],"['DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT STATE', 'DIFFERENT COUNTY']"
85,DP02_0008PEA,"['ANNOTATION OF PERCENT', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'FAMILY HOUSEHOLDS (FAMILIES)', 'FEMALE HOUSEHOLDER, NO HUSBAND PRESENT, FAMILY']","['ANNOTATION OF PERCENT', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'MALE HOUSEHOLDER, NO SPOUSE/PARTNER PRESENT', 'HOUSEHOLDER LIVING ALONE']","['TOTAL HOUSEHOLDS', 'ANNOTATION OF PERCENT', 'HOUSEHOLDS BY TYPE']","['FEMALE HOUSEHOLDER, NO HUSBAND PRESENT, FAMILY', 'FAMILY HOUSEHOLDS (FAMILIES)']","['HOUSEHOLDER LIVING ALONE', 'MALE HOUSEHOLDER, NO SPOUSE/PARTNER PRESENT']"
86,DP02_0090MA,"['ANNOTATION OF MARGIN OF ERROR', 'PLACE OF BIRTH', 'TOTAL POPULATION', 'NATIVE', 'BORN IN UNITED STATES', 'DIFFERENT STATE']","['ANNOTATION OF MARGIN OF ERROR', 'PLACE OF BIRTH', 'TOTAL POPULATION', 'NATIVE', 'BORN IN UNITED STATES', 'STATE OF RESIDENCE']","['ANNOTATION OF MARGIN OF ERROR', 'BORN IN UNITED STATES', 'NATIVE', 'TOTAL POPULATION', 'PLACE OF BIRTH']",['DIFFERENT STATE'],['STATE OF RESIDENCE']
87,DP02_0113MA,"['ANNOTATION OF MARGIN OF ERROR', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER', 'LANGUAGE OTHER THAN ENGLISH', 'SPEAK ENGLISH LESS THAN ""VERY WELL""']","['ANNOTATION OF MARGIN OF ERROR', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER', 'LANGUAGE OTHER THAN ENGLISH']","['ANNOTATION OF MARGIN OF ERROR', 'POPULATION 5 YEARS AND OVER', 'LANGUAGE SPOKEN AT HOME', 'LANGUAGE OTHER THAN ENGLISH']","['SPEAK ENGLISH LESS THAN ""VERY WELL""']",[]
88,DP02_0083M,"['MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY', 'SAME STATE']","['MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY']","['DIFFERENT COUNTY', 'RESIDENCE 1 YEAR AGO', 'DIFFERENT HOUSE IN THE U.S.', 'POPULATION 1 YEAR AND OVER', 'MARGIN OF ERROR']",['SAME STATE'],[]
89,DP02_0126PE,"['PERCENT', 'ANCESTRY', 'TOTAL POPULATION', 'DANISH']","['PERCENT', 'ANCESTRY', 'TOTAL POPULATION', 'CZECH']","['PERCENT', 'ANCESTRY', 'TOTAL POPULATION']",['DANISH'],['CZECH']
90,DP02_0084E,"['ESTIMATE', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY', 'DIFFERENT STATE']","['ESTIMATE', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY', 'SAME STATE']","['ESTIMATE', 'DIFFERENT COUNTY', 'RESIDENCE 1 YEAR AGO', 'DIFFERENT HOUSE IN THE U.S.', 'POPULATION 1 YEAR AND OVER']",['DIFFERENT STATE'],['SAME STATE']
91,DP02_0126PM,"['PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'DANISH']","['PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'CZECH']","['PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION']",['DANISH'],['CZECH']
92,DP02_0068EA,"['ANNOTATION OF ESTIMATE', 'VETERAN STATUS', 'CIVILIAN POPULATION 18 YEARS AND OVER']","['ANNOTATION OF ESTIMATE', 'EDUCATIONAL ATTAINMENT', 'POPULATION 25 YEARS AND OVER', ""BACHELOR'S DEGREE OR HIGHER""]",['ANNOTATION OF ESTIMATE'],"['VETERAN STATUS', 'CIVILIAN POPULATION 18 YEARS AND OVER']","[""BACHELOR'S DEGREE OR HIGHER"", 'POPULATION 25 YEARS AND OVER', 'EDUCATIONAL ATTAINMENT']"
93,DP02_0100MA,"['ANNOTATION OF MARGIN OF ERROR', 'YEAR OF ENTRY', 'FOREIGN BORN']","['ANNOTATION OF MARGIN OF ERROR', 'YEAR OF ENTRY', 'POPULATION BORN OUTSIDE THE UNITED STATES', 'NATIVE', 'ENTERED BEFORE 2010']","['YEAR OF ENTRY', 'ANNOTATION OF MARGIN OF ERROR']",['FOREIGN BORN'],"['ENTERED BEFORE 2010', 'NATIVE', 'POPULATION BORN OUTSIDE THE UNITED STATES']"
94,DP02_0144PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'SUBSAHARAN AFRICAN']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'SLOVAK']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'TOTAL POPULATION', 'ANCESTRY']",['SUBSAHARAN AFRICAN'],['SLOVAK']
95,DP02_0113PE,"['PERCENT', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER', 'LANGUAGE OTHER THAN ENGLISH', 'SPEAK ENGLISH LESS THAN ""VERY WELL""']","['PERCENT', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER', 'LANGUAGE OTHER THAN ENGLISH']","['POPULATION 5 YEARS AND OVER', 'LANGUAGE SPOKEN AT HOME', 'LANGUAGE OTHER THAN ENGLISH', 'PERCENT']","['SPEAK ENGLISH LESS THAN ""VERY WELL""']",[]
96,DP02_0082M,"['MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY']","['MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'SAME COUNTY']","['DIFFERENT HOUSE IN THE U.S.', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'MARGIN OF ERROR']",['DIFFERENT COUNTY'],['SAME COUNTY']
97,DP02_0083E,"['ESTIMATE', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY', 'SAME STATE']","['ESTIMATE', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY']","['ESTIMATE', 'DIFFERENT COUNTY', 'RESIDENCE 1 YEAR AGO', 'DIFFERENT HOUSE IN THE U.S.', 'POPULATION 1 YEAR AND OVER']",['SAME STATE'],[]
98,DP02_0113PM,"['PERCENT MARGIN OF ERROR', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER', 'LANGUAGE OTHER THAN ENGLISH', 'SPEAK ENGLISH LESS THAN ""VERY WELL""']","['PERCENT MARGIN OF ERROR', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER', 'LANGUAGE OTHER THAN ENGLISH']","['PERCENT MARGIN OF ERROR', 'LANGUAGE SPOKEN AT HOME', 'LANGUAGE OTHER THAN ENGLISH', 'POPULATION 5 YEARS AND OVER']","['SPEAK ENGLISH LESS THAN ""VERY WELL""']",[]
99,DP02_0111PEA,"['ANNOTATION OF PERCENT', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER', 'ENGLISH ONLY']","['ANNOTATION OF PERCENT', 'LANGUAGE SPOKEN AT HOME', 'POPULATION 5 YEARS AND OVER']","['POPULATION 5 YEARS AND OVER', 'LANGUAGE SPOKEN AT HOME', 'ANNOTATION OF PERCENT']",['ENGLISH ONLY'],[]
100,DP02_0037MA,"['ANNOTATION OF MARGIN OF ERROR', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS', 'UNMARRIED WOMEN (WIDOWED, DIVORCED, AND NEVER MARRIED)']","['ANNOTATION OF MARGIN OF ERROR', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS']","['FERTILITY', 'ANNOTATION OF MARGIN OF ERROR', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS']","['UNMARRIED WOMEN (WIDOWED, DIVORCED, AND NEVER MARRIED)']",[]
101,DP02_0131EA,"['ANNOTATION OF ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'GERMAN']","['ANNOTATION OF ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'FRENCH CANADIAN']","['ANNOTATION OF ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION']",['GERMAN'],['FRENCH CANADIAN']
102,DP02_0081M,"['MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'SAME COUNTY']","['MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.']","['DIFFERENT HOUSE IN THE U.S.', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'MARGIN OF ERROR']",['SAME COUNTY'],[]
103,DP02_0082E,"['ESTIMATE', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY']","['ESTIMATE', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'SAME COUNTY']","['DIFFERENT HOUSE IN THE U.S.', 'RESIDENCE 1 YEAR AGO', 'ESTIMATE', 'POPULATION 1 YEAR AND OVER']",['DIFFERENT COUNTY'],['SAME COUNTY']
104,DP02_0080M,"['MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.']","['MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'SAME HOUSE']","['RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'MARGIN OF ERROR']",['DIFFERENT HOUSE IN THE U.S.'],['SAME HOUSE']
105,DP02_0139PE,"['PERCENT', 'ANCESTRY', 'TOTAL POPULATION', 'PORTUGUESE']","['PERCENT', 'ANCESTRY', 'TOTAL POPULATION', 'POLISH']","['PERCENT', 'ANCESTRY', 'TOTAL POPULATION']",['PORTUGUESE'],['POLISH']
106,DP02_0085PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'ABROAD']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY', 'DIFFERENT STATE']","['RESIDENCE 1 YEAR AGO', 'ANNOTATION OF PERCENT MARGIN OF ERROR', 'POPULATION 1 YEAR AND OVER']",['ABROAD'],"['DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT STATE', 'DIFFERENT COUNTY']"
107,DP02_0033PEA,"['ANNOTATION OF PERCENT', 'MARITAL STATUS', 'FEMALES 15 YEARS AND OVER', 'SEPARATED']","['ANNOTATION OF PERCENT', 'MARITAL STATUS', 'FEMALES 15 YEARS AND OVER', 'NOW MARRIED, EXCEPT SEPARATED']","['MARITAL STATUS', 'FEMALES 15 YEARS AND OVER', 'ANNOTATION OF PERCENT']",['SEPARATED'],"['NOW MARRIED, EXCEPT SEPARATED']"
